,Movie,Producer,Distributor,Screen,Sales,Audience,Genre,Rate,Year,Month,Season,genre_encoded,log_sales,log_audience,log_screen
602,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,손석,골든타이드픽처스(주),84,412379000,39577,공연,2,2012,10,4,2,19.837,10.586,4.443
603,트릭,이창열,"(주)스톰픽쳐스코리아,(주)이수C&E",390,297315300,38155,스릴러,1,2016,7,3,13,19.51,10.549,5.969
604,백프로,김명균,(주)마인스 엔터테인먼트,236,275138600,36792,코미디,1,2014,4,2,18,19.433,10.513,5.468
605,에스엠타운 더 스테이지,배성상,주식회사 디에스이이디,65,284650500,35857,다큐멘터리,2,2015,8,3,5,19.467,10.487,4.19
606,지구대표 롤링스타즈,임상준,롯데쇼핑㈜롯데엔터테인먼트,171,230047000,35578,애니메이션,2,2011,3,2,14,19.254,10.48,5.147
607,스파키,"아론 우들리,애론 우들리",예지림엔터테인먼트,312,257040200,35436,애니메이션,2,2018,4,2,14,19.365,10.476,5.746
608,복숭아나무,구혜선,(주)넥스트엔터테인먼트월드(NEW),201,240103112,33884,멜로/로맨스,1,2012,10,4,7,19.297,10.431,5.308
609,I AM,최진성,씨제이이앤엠(주),137,245580000,32988,다큐멘터리,2,2012,6,3,5,19.319,10.404,4.927
610,19-Nineteen,장용우,씨제이엔터테인먼트,69,212293874,32986,드라마,0,2009,11,4,6,19.173,10.404,4.248
611,대결,신동엽,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",366,251176500,32278,액션,1,2016,9,4,15,19.342,10.382,5.905
612,썬키스 패밀리,김지혜,메가박스중앙(주)플러스엠,417,245549900,31742,가족,1,2019,3,2,1,19.319,10.365,6.035
613,꼭두각시,권영락,(주)인벤트스톤,134,227941500,31713,공포(호러),3,2013,6,3,3,19.245,10.365,4.905
614,역모-반란의 시대,김홍선,(주)스톰픽쳐스코리아,355,212967300,29294,사극,1,2017,11,4,11,19.177,10.285,5.875
615,비상,박정훈,(주)성원아이컴,160,223314380,29223,액션,3,2009,12,1,15,19.224,10.283,5.081
616,캐리tv 러브콘서트 더 무비,"정귀호,이민환,석진욱",롯데컬처웍스(주)롯데엔터테인먼트,155,225815700,28679,공연,2,2019,8,3,2,19.235,10.264,5.05
617,인천상륙작전 : 익스텐디드 에디션(확장판),이재한,씨제이이앤엠(주),122,220051200,27070,전쟁,1,2016,9,4,17,19.209,10.206,4.812
618,해피 투게더,김정환,플레이리스트(주),240,204452450,27046,드라마,0,2018,11,4,6,19.136,10.205,5.485
619,달콤한 거짓말,정정화,씨제이엔터테인먼트,339,164795744,24276,멜로/로맨스,0,2008,12,1,7,18.92,10.097,5.829
620,더 데이,백창주,롯데쇼핑㈜롯데시네마,30,192005000,24163,다큐멘터리,2,2012,2,1,5,19.073,10.093,3.434
621,GROW: 인피니트의 리얼 청춘 라이프,김진수,골든타이드픽처스(주),71,189774200,23926,드라마,2,2014,12,1,6,19.061,10.083,4.277
622,고스트 메신저 극장판,구봉회,에이원엔터테인먼트,81,184033000,23721,애니메이션,0,2014,5,2,14,19.031,10.074,4.407
623,얼굴없는 보스,송창용,"(주)좋은 하늘,(주)박수엔터테인먼트",293,199801000,23711,액션,1,2019,11,4,15,19.113,10.074,5.684
624,비정한 도시 감독판,김문흠,(주)인벤트스톤,172,161959057,22900,미스터리,3,2012,10,4,9,18.903,10.039,5.153
625,"봄, 눈",김태균,(주)넥스트엔터테인먼트월드(NEW),118,143518000,22870,드라마,2,2012,4,2,6,18.782,10.038,4.779
626,히어로,김봉한,(주)마인스 엔터테인먼트,179,148940000,22617,가족,2,2013,10,4,1,18.819,10.027,5.193
627,파워배틀 와치카: 와치가면의 역습,"이영준,김래경",(주)삼지애니메이션,246,153909000,22110,애니메이션,2,2017,6,3,14,18.852,10.004,5.509
628,터닝메카드W: 반다인의 비밀 특별판,홍헌표,"(주)제이앤씨미디어그룹,(주)버킷스튜디오",168,164797700,21947,애니메이션,2,2018,2,1,14,18.92,9.996,5.13
629,히야,김지연,(주)라이크 콘텐츠,124,173844100,21687,드라마,0,2016,3,2,6,18.974,9.985,4.828
630,싸이보그 그녀,곽재용,(주)넥스트엔터테인먼트월드(NEW),112,138415038,20975,코미디,0,2009,5,2,18,18.746,9.951,4.727
631,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,방형우,메가박스중앙(주)플러스엠,91,133926800,20175,애니메이션,2,2014,8,3,14,18.713,9.912,4.522
632,완전 소중한 사랑,김진민,주식회사 마운틴픽쳐스,66,127694500,20063,드라마,0,2013,11,4,6,18.665,9.907,4.205
633,웨딩스캔들,신동엽,(주)마인스 엔터테인먼트,121,124977000,19569,코미디,1,2012,9,4,18,18.644,9.882,4.804
634,하늘과 바다,오달균,롯데쇼핑㈜롯데엔터테인먼트,186,121651444,18059,드라마,0,2009,10,4,6,18.617,9.801,5.231
635,이별계약,오기환,씨제이이앤엠(주),63,127495500,17797,멜로/로맨스,0,2013,6,3,7,18.664,9.787,4.159
636,비스트 앵콜 콘서트 3D,손석,(주)에스비에스콘텐츠허브,75,171432000,16844,공연,2,2012,2,1,2,18.96,9.732,4.331
637,극장판 샤이닝스타:새로운 루나퀸의 탄생!,"박일호,정지훈,이승호",(주)리틀빅픽쳐스,117,129098700,15785,애니메이션,2,2019,7,3,14,18.676,9.667,4.771
638,볼츠와 블립,피터 레페니오티스,씨제이이앤엠(주),61,161329000,15386,애니메이션,2,2012,2,1,14,18.899,9.641,4.127
639,무수단,구모,오퍼스픽쳐스(유),228,112188400,14386,미스터리,1,2016,3,2,9,18.536,9.574,5.434
640,아티스트 봉만대,봉만대,씨너스엔터테인먼트(주),131,93817000,14188,코미디,3,2013,8,3,18,18.357,9.56,4.883
641,귀 鬼,"김조광수,여명준,조은경,홍동명",씨제이엔터테인먼트,30,96385308,13319,공포(호러),1,2010,6,3,3,18.384,9.497,3.434
642,웃는남자 감독판,김수기,(주)디지컴코리아엠앤엠,18,172341000,13087,공연,2,2019,11,4,2,18.965,9.479,2.944
643,서유기 리턴즈,신동엽,(주)영화사 조제,59,80194000,12696,코미디,2,2011,2,1,18,18.2,9.449,4.094
644,타투,이서,와이드 릴리즈(주),133,99263100,12103,스릴러,3,2015,12,1,13,18.413,9.401,4.898
645,검은손,박재식,(주)스톰픽쳐스코리아,178,89815665,11650,공포(호러),3,2015,4,2,3,18.313,9.363,5.187
646,이웃집 스타,김성욱,(주)스톰픽쳐스코리아,256,78213300,10854,코미디,0,2017,9,4,18,18.175,9.292,5.549
647,제 7기사단,키리야 카즈아키,메가박스중앙(주)플러스엠,95,80160964,10710,액션,1,2015,9,4,15,18.2,9.279,4.564
648,내 남자의 순이,김호준,(주)새인컴퍼니,100,74274657,10618,코미디,1,2010,5,2,18,18.123,9.27,4.615
649,슈퍼레이서 엔지,허선,(주)에이원엔터테인먼트,126,73587800,10612,애니메이션,2,2015,9,4,14,18.114,9.27,4.844
650,로맨틱 아일랜드,강철우,실버스푼,208,70955212,10569,멜로/로맨스,1,2008,12,1,7,18.078,9.266,5.342
651,샤인 어 라이트(1st 지드래곤 콘서트),정치영,(주)와이지엔터테인먼트,14,92618161,10516,다큐멘터리,0,2010,4,2,5,18.344,9.261,2.708
652,폴라로이드,주호성,와이드 릴리즈(주),27,65317000,10094,드라마,2,2015,7,3,6,17.995,9.22,3.332
653,신화 라이브 3D 더 레전드 컨티뉴스,손석,골든타이드픽처스(주),29,114524000,9817,공연,2,2014,12,1,2,18.556,9.192,3.401
654,메이크 유어 무브,듀안 아들러,씨제이이앤엠(주),96,73741600,9368,멜로/로맨스,0,2014,4,2,7,18.116,9.145,4.575
655,불타는 내 마음,최원섭,씨제이 씨지브이(CJ CGV)(주),34,70470428,9236,코미디,1,2010,3,2,18,18.071,9.131,3.555
656,노트르담 드 파리,정성복,(주)패뷸러스,36,107289500,8350,뮤지컬,2,2017,11,4,8,18.491,9.03,3.611
657,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,"손석,정치영",골든타이드픽처스(주),39,90752500,8038,공연,2,2013,10,4,2,18.324,8.992,3.689
658,"의궤, 8일간의 축제 3D",최필곤,"케이비에스미디어(주),KBS 미디어",16,45334000,7956,다큐멘터리,2,2014,4,2,5,17.63,8.982,2.833
659,꾸루꾸루와 친구들: 무지개 나무의 비밀,문제대,(주)팝엔터테인먼트,103,51367500,7345,애니메이션,2,2015,11,4,14,17.755,8.902,4.644
660,청춘 합창단 - 또 하나의 꿈,"이혁종,안정민",와이드 릴리즈(주),39,44711400,6489,다큐멘터리,2,2017,6,3,5,17.616,8.778,3.689
661,요술,구혜선,씨제이엔터테인먼트,33,47032133,6090,드라마,1,2010,6,3,6,17.666,8.715,3.526
662,해적왕 작스톰,필립 귀엔,(주)삼지애니메이션,65,45905800,5916,애니메이션,2,2018,7,3,14,17.642,8.686,4.19
663,서태지밴드 콘서트투어 '콰이어트나이트',서태지,(주)서태지컴퍼니,6,52669600,5908,공연,2,2015,11,4,2,17.78,8.684,1.946
664,스퀴시랜드,김태익,(주)인벤트스톤,55,38111300,5473,애니메이션,2,2014,6,3,14,17.456,8.608,4.025
665,구세주: 리턴즈,송창용,(주)박수엔터테인먼트,124,39997000,5401,코미디,1,2017,9,4,18,17.504,8.595,4.828
666,서태지 8집: 398일의 기록,서태지,(주)서태지컴퍼니,1,43754500,5326,다큐멘터리,2,2012,7,3,5,17.594,8.581,0.693
667,돌아와요 부산항애(愛),박희준,"(주)나이너스엔터테인먼트,주식회사 시온픽쳐스",88,38622300,5163,범죄,1,2018,1,1,10,17.469,8.549,4.489
668,은밀하게 위대하게 (확장판),장철수,(주)쇼박스,5,34327500,4738,액션,1,2013,8,3,15,17.351,8.464,1.792
669,트라이앵글,지영수,씨제이엔터테인먼트,54,34225859,4555,드라마,2,2009,11,4,6,17.348,8.424,4.007
670,2AM SHOW,정성복,에스케이텔레콤(주),27,46244060,4085,공연,2,2010,12,1,2,17.649,8.315,3.332
671,"1789, 바스티유의 연인들",정성복,유니버설픽쳐스인터내셔널 코리아(유),35,67308500,3892,뮤지컬,2,2014,9,4,8,18.025,8.267,3.584
672,미안하다 독도야,최현묵,메가픽쳐스제이씨(주),61,20583543,3560,다큐멘터리,2,2008,12,1,5,16.84,8.178,4.127
673,공포체험단 곤지암편,정범식,(주)쇼박스,10,17285500,3282,공포(호러),1,2019,7,3,3,16.665,8.097,2.398
674,무명인,김성수,롯데쇼핑㈜롯데엔터테인먼트,51,25063600,3199,미스터리,1,2014,5,2,9,17.037,8.071,3.951
675,미친도시,장태령,영화사 마그나,4,24029500,3165,드라마,1,2018,8,3,6,16.995,8.06,1.609
676,마마 앤드 파파,장태령,주식회사 케이엠스타,1,22468773,3149,드라마,2,2010,5,2,6,16.928,8.055,0.693
677,리벤져,이승원,(주)리틀빅픽쳐스,57,22088100,3028,액션,1,2018,12,1,15,16.911,8.016,4.06
678,광인옥한흠,김상철,파이오니아21,18,22537200,2985,다큐멘터리,2,2017,12,1,5,16.931,8.002,2.944
679,라이브 인 3D 휘성 : 잇츠 리얼,정성복,에스케이텔레콤(주),30,40389134,2967,다큐멘터리,2,2010,9,4,5,17.514,7.996,3.434
680,이티피 페스티벌 08X09 서태지,서태지,(주)서태지컴퍼니,1,26632000,2764,공연,2,2013,5,2,2,17.098,7.925,0.693
681,슈퍼쇼 4 3D,유호진,(주)마인스 엔터테인먼트,26,30332000,2567,공연,2,2013,8,3,2,17.228,7.851,3.296
682,노리개: 그녀의 눈물,최승호,(주)제이앤씨미디어그룹,50,18961950,2237,드라마,1,2019,6,3,6,16.758,7.713,3.932
683,몬테크리스토,이동원,(주)비프로,14,26167000,2056,뮤지컬,0,2019,11,4,8,17.08,7.629,2.708
684,파파 오랑후탄,이성관,파이오니아21,3,14655000,1951,다큐멘터리,0,2018,4,2,5,16.5,7.577,1.386
685,은어,박갑종,(주)갑종무비필름,1,15241000,1944,멜로/로맨스,1,2011,9,4,7,16.539,7.573,0.693
686,라라,한상희,(주)영화사 그램,28,14798800,1860,멜로/로맨스,1,2018,2,1,7,16.51,7.529,3.367
687,에스엠타운 라이브인도쿄스페셜에디션3D,유호진,(주)에스비에스콘텐츠허브,63,18130000,1652,공연,2,2012,10,4,2,16.713,7.41,4.159
688,히어로,김홍익,주식회사 마운틴픽쳐스,2,13661494,1589,드라마,1,2010,11,4,6,16.43,7.371,1.099
689,오늘도 위위,박범준,(주)영화사오원,40,11681460,1416,드라마,2,2019,10,4,6,16.274,7.256,3.714
690,나는 증인이다,안상훈,(주)문와쳐,2,7113800,1407,미스터리,1,2016,9,4,9,15.778,7.25,1.099
691,게이트-완결판,신재호,(주)제이앤씨미디어그룹,5,1348000,1339,범죄,1,2018,6,3,10,14.114,7.2,1.792
692,평범한 날들,이난,㈜인디스토리,10,9846400,1290,드라마,1,2011,9,4,6,16.103,7.163,2.398
693,더하우스,박균이,(주)이놀미디어,48,7631000,1245,스릴러,1,2019,12,1,13,15.848,7.128,3.892
694,"시발, 놈: 인류의 시작",백승기,(주)엣나인필름,10,8802400,1159,코미디,1,2016,8,3,18,15.991,7.056,2.398
695,안나 카레니나,신예지,(주)비프로,9,19632800,1116,뮤지컬,0,2018,6,3,8,16.793,7.018,2.303
696,무서운 집,양병간,(주)콘텐츠윙,1,9371000,1039,공포(호러),0,2015,7,3,3,16.053,6.947,0.693
697,미인도,전윤수,씨제이엔터테인먼트,463,2446871,974,사극,3,2008,11,4,11,14.71,6.882,6.14
698,아더왕의 전설,정성복,(주)패뷸러스,5,15299000,967,공연,2,2016,11,4,2,16.543,6.875,1.792
699,"좋은 놈, 나쁜 놈, 이상한 놈",김지운,씨제이엔터테인먼트,825,6793606,924,서부극(웨스턴),1,2008,7,3,12,15.731,6.83,6.717
700,압록강은 흐른다,이종한,주식회사 루믹스미디어,1,3397814,806,드라마,2,2009,6,3,6,15.039,6.693,0.693
701,앙상블,이종필,길스토리,1,6195500,776,드라마,2,2014,12,1,6,15.639,6.655,0.693
702,예스 평창!,백철기,시네마 뉴원,11,6530800,774,다큐멘터리,2,2018,3,2,5,15.692,6.653,2.485
703,귀신의 향기,이준학,(주)스튜디오후크,17,5295500,748,공포(호러),1,2019,7,3,3,15.482,6.619,2.89
704,아름다운 유산,김창만,제나두엔터테인먼트,3,3397500,678,드라마,2,2011,4,2,6,15.039,6.521,1.386
705,오디세오,정성복,(주)패뷸러스,8,9880000,662,공연,2,2015,10,4,2,16.106,6.497,2.197
706,정의심판,조성현,프로젝트 엔터테인먼트,2,5772000,652,드라마,1,2019,10,4,6,15.569,6.482,1.099
707,스타: 빛나는 사랑,한상희,주식회사 마운틴픽쳐스,5,4382000,577,멜로/로맨스,0,2012,10,4,7,15.293,6.36,1.792
708,돌멩이의 꿈,장용우,씨제이엔터테인먼트,10,3612168,521,드라마,0,2009,12,1,6,15.1,6.258,2.398
709,마지막 위안부,임선,(주)투윈미디어,1,4172000,490,드라마,1,2015,8,3,6,15.244,6.196,0.693
710,젓가락,서세원,씨제이엔터테인먼트,11,3486744,488,코미디,1,2010,10,4,18,15.064,6.192,2.485
711,낙원-파라다이스,이장수,씨제이엔터테인먼트,11,3523191,472,멜로/로맨스,0,2009,11,4,7,15.075,6.159,2.485
712,첫사랑 열전,박범훈,웃기씨네,1,2666871,415,멜로/로맨스,1,2010,5,2,7,14.796,6.031,0.693
713,호두까기 인형,정성복,(주)패뷸러스,1,1488000,372,공연,2,2014,12,1,2,14.213,5.922,0.693
714,결혼식 후에,김윤철,씨제이엔터테인먼트,9,2540904,347,멜로/로맨스,0,2009,12,1,7,14.748,5.852,2.303
715,사랑하기 때문에,주지홍,(주)넥스트엔터테인먼트월드(NEW),542,1723000,337,코미디,0,2017,1,1,18,14.36,5.823,6.297
716,동자 대소동,"남기남,정창욱",(주)H.F.G엔터테인먼트,10,2154000,319,가족,2,2011,1,1,1,14.583,5.768,2.398
717,풍뎅이뎅이,이재한,(주)콘텐츠판다,4,2001000,308,애니메이션,2,2018,2,1,14,14.509,5.733,1.609
718,약수터 부르스,손재명,롯데쇼핑㈜롯데시네마,3,2126351,305,코미디,1,2009,11,4,18,14.57,5.724,1.386
719,다이빙벨: 진실은 침몰하지 않습니다,"이상호,안해룡",(주)시네마달,4,2209000,300,다큐멘터리,1,2015,4,2,5,14.608,5.707,1.609
720,스피릿 오브 베토벤,남평희,(주)아르떼,1,1164000,291,공연,2,2014,12,1,2,13.967,5.677,0.693
721,핑크 토끼,김회근,한코리아,3,1575805,265,드라마,1,2009,8,3,6,14.27,5.583,1.386
722,아빠가 돌아왔다,윤여창,(유)조이앤시네마,1,1450000,220,가족,1,2016,5,2,1,14.187,5.398,0.693
723,사랑을 말하다,전화성,크리에이티브컴즈(주),2,940000,188,드라마,1,2012,9,4,6,13.754,5.242,1.099
724,분홍돌고래,조연수,(주)씨네마루,1,1152088,175,드라마,0,2010,7,3,6,13.957,5.17,0.693
725,스물 아홉살,전화성,씨엔티테크(주),1,1356000,166,드라마,0,2011,3,2,6,14.12,5.118,0.693
726,폐교,최효원,(주)유비네트워크,20,670300,113,공포(호러),1,2019,9,4,3,13.415,4.736,3.045
727,미스터좀비,이수성,주식회사 마운틴픽쳐스,2,662908,105,코미디,1,2010,8,3,18,13.404,4.663,1.099
728,유신의 미학,김노경,마그넷 엔터테인먼터,1,739000,93,드라마,1,2015,12,1,6,13.513,4.543,0.693
729,미쓰 홍당무,이경미,(주)벤티지홀딩스,290,419608,89,드라마,3,2008,10,4,6,12.947,4.5,5.673
730,"60년전, 사선에서",박성미,(주)인터콘미디어,2,596363,80,다큐멘터리,2,2010,6,3,5,13.299,4.394,1.099
731,초감각 커플,김형주,필름메신저,6,421630,75,멜로/로맨스,0,2008,11,4,7,12.952,4.331,1.946
732,"불의 날, 생명을 말하다",전화성,크리에이티브컴즈(주),1,568000,71,다큐멘터리,2,2016,4,2,5,13.25,4.277,0.693
733,한민족 그리고 조선족,전화성,크리에이티브컴즈(주),1,568000,71,다큐멘터리,2,2014,12,1,5,13.25,4.277,0.693
734,외계인들,"김한규,손병희",(주)엘케이픽쳐스,1,270000,54,코미디,1,2014,12,1,18,12.506,4.007,0.693
735,이상한 게임,신재천,디자인 콘텐츠,1,324000,54,미스터리,1,2019,6,3,9,12.689,4.007,0.693
736,콩쥐별전 - 전주성의 비밀,배효상,유한회사 올빼미하우스,1,219000,52,애니메이션,2,2019,7,3,14,12.297,3.97,0.693
737,나의 불행에는 이유가 있다,한상민,"시네마루,위드시네마",1,278682,47,드라마,1,2010,11,4,6,12.538,3.871,0.693
738,1724 기방난동사건,여균동,(주)싸이더스,337,193121,28,사극,1,2008,12,1,11,12.171,3.367,5.823
739,악녀의 시,무명,노바엔터테인먼트,5,123000,14,범죄,1,2016,2,1,10,11.72,2.708,1.792
740,죽기 전에 해야할 몇가지 것들,박성범,(주)이모션픽처스,1,25278,4,드라마,0,2009,7,3,6,10.138,1.609,0.693
741,마음,최원석,(주)레드언더미디어,1,12000,2,드라마,1,2016,7,3,6,9.393,1.099,0.693
742,독고다이,이수성,(주)케이알씨지,1,1000,1,드라마,1,2019,6,3,6,6.909,0.693,0.693
743,어쩌다 옥탑방,최병욱,고구마콘텐츠허브(주),1,1000,1,SF,1,2019,4,2,0,6.909,0.693,0.693
744,이 사랑도 전해질까요,김동현,주식회사 레드아이스,1,3000,1,멜로/로맨스,2,2017,6,3,7,8.007,0.693,0.693
